trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,shape_id
48216eaf-d290-446c-a0fb-c45c26fc35e0,O0691AAA0A,U_REG,Cidade de Deus,691,0,owey
16f01f8e-c79a-4ff5-8680-3fd6763b12ce,O0691AAA0A,U_REG,Méier,691,1,tbv0
a05cc338-0c67-4851-a984-ff724480f08f,O0209AAA0A,S_REG,Candelária,209,0,d8423ed2-8b8c-49e4-a290-7db38ca33705
fc4db635-dc54-47f3-9bc6-6a093fe42d68,O0039CAA0A,S_REG,Vargem Grande,817,0,O0039CAA0AIDU01
91429e97-0c0f-49a0-91a8-66f7388ea551,O0954AAA0A,S_REG,Recreio dos Bandeirantes,954,0,39yj
a7732548-4fc5-4075-b406-7afce4b4f827,O0209AAA0A,S_REG,Candelária,209,0,d8423ed2-8b8c-49e4-a290-7db38ca33705
acb4d10e-3fab-43e0-8a57-647998c3f3f4,O0209AAA0A,S_REG,Candelária,209,0,d8423ed2-8b8c-49e4-a290-7db38ca33705
5f29e164-84a5-4122-8ceb-2d62bf56a695,O0209AAA0A,S_REG,Candelária,209,0,d8423ed2-8b8c-49e4-a290-7db38ca33705
528e3613-ebfe-4dc4-861a-db4e2dbb70e1,O0249AAA0A,S_REG,Água Santa,249,1,jk1l
288dd54e-4858-41fd-96b7-d575793318fd,O0249AAA0A,D_REG,Água Santa,249,1,jk1l
64f41e74-b06a-4a7a-9bf8-0d8e68de289a,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
a0aae56f-42c4-4075-afd7-e3a8932a451d,O0553AAA0A,S_REG,Rio Sul,553,1,fl98
12cae4b2-e846-4464-8afe-47674531423c,O0638AAA0A,U_REG,Saens Peña,638,0,ir41
7716159f-24fa-454b-bb0f-f894aae7657f,O0766AAA0A,S_REG,Madureira,766,1,bc94
f8bedcaa-97a5-4f79-906a-21c6c1f0b9b7,O0638AAA0A,U_REG,Marechal Hermes,638,1,4c0e
580d4b7f-fcf9-404b-b768-561cdb4338c2,E2305AAA0A,S_DESAT_OBRA_001,Jardim América,2305,1,cxe2
49170ba7-ff52-4447-98b9-e88c3633e859,E2305AAA0A,D_DESAT_OBRA_001,Jardim América,2305,1,cxe2
378c0d33-6887-49b4-aa4d-8a840e969fa8,E2018AAA0A,U_REG,Terminal Alvorada,2018,0,c1p5
ac1b8a75-abc7-4f58-8ccb-af391385022a,O0770AAA0A,U_REG,Coelho Neto,770,0,g9zs
1cf07e18-3f5a-477a-8cfb-87e95ffff93e,O0565AAA0A,U_REG,Tanque,565,1,934c
0731aff4-821d-47ca-8fbf-54213ed14a8c,O0685AAA0A,U_REG,Méier,685,0,u6d2
f2ee27fb-4636-4488-8f26-4689d43b2d93,O0229AAA0A,S_REG,Castelo,229,0,O0229AAA0AIDU02
c8fa7778-c4b5-4d00-bea1-3e5ac8d28cf3,O0756AAA0A,S_REG,Santa Cruz,756,1,O0756AAA0AVDU01
922b8686-4fee-438c-baed-c617e1fc881e,O0954AAA0A,S_REG,Recreio dos Bandeirantes,954,0,39yj
cfd6093e-1b80-4cfe-8b8f-4ed479564db0,O0774AAV0A,S_REG,Jardim América,SV774,0,o0sw
f283e39c-2220-4e23-bfa6-6aa1172fdca0,O0954AAA0A,S_REG,Taquara,954,1,znd4
a254f21b-7cc0-4365-9761-2c48d839d0a7,O0774AAV0A,U_REG,Madureira,SV774,1,kdrb
e08080c6-64f3-4a4a-9e43-c8a56e914278,O0771AAA0A,S_REG,Campo Grande,771,1,qrd8
88bb97e5-d32f-4e60-a78e-3deae861e58c,O0774AAA0A,U_REG,Jardim América,774,0,i9sp
8a160357-62f5-4926-b7a4-300e8e5a5e79,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
6e6a2f14-039f-4e76-9a08-275f6e5469a5,O0110AAA0A,D_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
7be596d8-9970-4929-813e-87ee92aa016c,O0774AAV0A,U_REG,Jardim América,SV774,0,o0sw
bb329f6b-c2a5-4bbe-9ef0-b676d6ef6a32,O0685AAVAA,U_REG,Méier (via Parque Colúmbia),SVA685,0,0mar
44fba459-458f-41ed-a9c8-c4354ff03139,O0774AAV0A,U_REG,Jardim América,SV774,0,o0sw
de817f21-98ad-4d83-a3eb-dbc81bb0fa78,O0774AAV0A,S_REG,Jardim América,SV774,0,o0sw
a0ad7c0b-f581-4f18-b064-999237eca9a6,O0774AAV0A,D_REG,Jardim América,SV774,0,o0sw
c0947b0b-adec-41ac-8714-e2b71804d0b8,O0774AAV0A,U_REG,Madureira,SV774,1,kdrb
c5d8b578-b9d9-4ed5-b2eb-75ed90d94b48,O0774AAV0A,U_REG,Madureira,SV774,1,kdrb
98f1aa78-5043-422c-8756-093a4dc5ffd0,O0774AAV0A,S_REG,Madureira,SV774,1,kdrb
f9afa837-9543-4e60-8ebd-ec4a53c6022b,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
0143c7e5-d08a-4114-bbff-477a33d25dc1,O0553AAA0A,S_REG,Rio Sul,553,1,fl98
33f6a19f-3442-445b-8dad-ed88d1a52035,O0039CAA0A,S_REG,Piabas,817,1,O0039CAA0AVDU01
2060ea96-ab2a-4dca-9223-a901e39ed0af,O0483AAPBA,U_REG,General Osório,SPB483,0,p500
172708bc-81c7-4d25-9ab0-5c8d95b48d8c,O0783AAA0A,U_REG,Marechal Hermes,783,1,se4q
d30c7c43-8c31-4722-ba93-bdb0534ce0b7,O0861AAA0A,U_REG,Rio das Pedras,861,1,O0861AAA0AVDU01
69b32a49-183d-4d3d-b3a7-efdc80c9d535,O0638AAA0A,U_REG,Marechal Hermes,638,1,4c0e
df457ba9-9a1d-4678-9236-6efdaad23170,O0565AAA0A,U_REG,Tanque,565,1,934c
917e7c23-83e5-469a-a570-f679a91d46ca,O0905AAA0A,U_REG,Irajá,905,0,O0905AAA0AIDU01
31c329c0-75ea-4631-a73a-1ef687c6e2c9,O0455AAA0A,D_REG,Copacabana,455,0,a6nf
cb322120-c572-41ee-93e1-37ed44bc48f6,O0685AAA0A,U_REG,Méier,685,0,u6d2
be434f8c-882d-4274-bb00-faac58ba5194,O0954AAA0A,S_REG,Recreio dos Bandeirantes,954,0,39yj
5c21d5ba-36aa-46ff-9d44-c36609c383b9,O0770AAA0A,U_REG,Coelho Neto,770,0,g9zs
212c7ded-a3b5-4492-8483-8b3ea0cfdda0,O0394AAV0A,S_DESAT_OBRA_001,Vila Kennedy,SV394,1,eyug
1e02259f-079c-48c8-aa7d-5ef92cda2666,O0394AAV0A,D_DESAT_OBRA_001,Vila Kennedy,SV394,1,eyug
79d3ab79-8b66-432e-abc4-49b71fe9b6eb,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
60843c76-6334-4af9-b69f-cc661f0fbeb1,O0229AAA0A,U_REG,Usina,229,1,klcy
ac3b1f2c-d2f4-403a-96cd-469e64806f60,O0229AAA0A,D_REG,Usina,229,1,klcy
aa980ea9-b1e7-4702-a371-68ea4e544cae,O0415AAA0A,S_REG,Usina,415,1,wpd1
47027ca9-003b-4a9d-9e58-fd7607b8b406,E2305AAA0A,S_DESAT_OBRA_001,Jardim América,2305,1,cxe2
26d29e20-871d-4e48-b83f-c48f86735f82,4e71,U_REG,Cordovil,SV335,1,2hp1
e1fcfaea-92c2-44c3-8a74-718ed1723833,O0390AAA0A,D_REG,Curicica,390,1,1pky
9f9d3fda-eaef-4163-a165-ecb404e8fb5d,O0229AAA0A,D_REG,Castelo,229,0,O0229AAA0AIDU02
7a585cf4-c49f-4d9b-9117-7df82767aa95,O0390AAA0A,S_REG,Curicica,390,1,1pky
dc9e33e2-6eb1-402b-a4c6-a318c3032405,O0390AAA0A,D_REG,Curicica,390,1,1pky
e14aa779-1706-40ef-b393-540b0e9ec69e,O0390AAA0A,S_REG,Curicica,390,1,1pky
461a4174-69f8-46b9-89e8-d48ba783c36f,O0638AAA0A,U_REG,Saens Peña,638,0,ir41
2f69749d-fd26-4a53-9840-e4dff5d3c58e,O0553AAA0A,S_REG,Rio Sul,553,1,fl98
31bc21b2-92e8-418e-8682-b7acfd42dcea,O0945AAA0A,U_REG,Pavuna,945,1,xp7f
0c0bb03a-1c78-4dc4-b248-7ac51556c3cb,O0783AAA0A,U_REG,Marechal Hermes,783,1,se4q
ebbc95bf-1b30-4fc7-bc59-b6e6dc49a212,O0861AAA0A,U_REG,Rio das Pedras,861,1,O0861AAA0AVDU01
916c4e01-6ed1-4bca-bfb3-74dbbb8b5d19,O0905AAA0A,U_REG,Irajá,905,0,O0905AAA0AIDU01
496e3da1-bf28-4615-bc65-8342ac9649f0,O0455AAA0A,D_REG,Copacabana,455,0,a6nf
e842a0c8-3c80-4745-9ef0-9f0e543ff9bd,O0770AAA0A,U_REG,Coelho Neto,770,0,g9zs
f6c0ecf4-d5fd-482b-b25b-7c5aebc44d0d,O0558AAA0A,U_REG,Cidade de Deus,558,0,2eh0
cd443094-e866-4931-af4b-6d8be686ea6e,O0558AAA0A,U_REG,Cidade de Deus,558,0,2eh0
1ac91fab-3d85-40a6-845e-db3caf20073e,O0565AAA0A,U_REG,Tanque,565,1,934c
d6212442-8e1a-4541-a3d5-15a963a735ed,O0685AAA0A,U_REG,Méier,685,0,u6d2
fc6a3423-dfea-43aa-a855-f3fbf88171af,O0954AAA0A,S_REG,Recreio dos Bandeirantes,954,0,39yj
ed6267d5-cc37-48dc-980d-d24c39ea7538,O0565AAA0A,U_REG,Gávea,565,0,ooka
0f71d791-2461-4d6b-aa62-11229877788a,O0565AAA0A,U_REG,Gávea,565,0,ooka
001ddd78-650d-41be-a021-341ba4bd23f6,O0838AAA0A,U_REG,Campo Grande,838,0,O0838AAA0AIDU01
da508442-d953-46b3-a084-49bb3914eeb9,O0838AAA0A,U_REG,Campo Grande,838,0,O0838AAA0AIDU01
27ab2b02-403e-4dc8-9b23-d1a538519f49,O0608AAA0A,U_REG,Grajaú,608,1,uckl
e1099771-2ef6-4030-9fa0-557fe70fd90b,O0608AAA0A,U_REG,Grajaú,608,1,uckl
b97c56be-62d8-4d45-be76-424345af8ce6,O0608AAA0A,U_REG,Grajaú,608,1,uckl
2d809a51-6904-4bcb-bf1a-d45ece4c53cf,O0838AAA0A,U_REG,Campo Grande,838,0,O0838AAA0AIDU01
91de8fac-9f83-4ddc-86f3-de4414692878,O0838AAA0A,U_REG,Campo Grande,838,0,O0838AAA0AIDU01
c7ebe445-825e-4987-973c-79052a2785b6,O0638AAA0A,U_REG,Marechal Hermes,638,1,4c0e
b856dbf5-1924-405b-bc9c-e02aa18f37d8,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
c1a517fa-2944-4493-87af-234745e4f094,O0110AAA0A,D_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
a9bd2adb-e6b4-439e-84d9-dfe3cc02c746,O0606AAA0A,U_REG,Rodoviária,606,0,825u
c95dbec1-153c-47f6-802f-af3f6bab00e2,O0409AAA0A,S_REG,Horto,409,0,gnoq
98433b96-afa8-4973-9c52-83e552c7b11c,O0108AAA0A,U_REG,Rodoviária,108,0,O0108AAA0AIRM02
af4b534b-a45e-406e-b236-12728b70385f,O0363AAV0A,U_REG,Candelária,SV363,0,i58u
b22c6a01-61d2-44b2-a45b-6bfcfea3efe6,O0384AAV0A,U_REG,Passeio,SV384,0,r6y4
46993ad9-0d4c-4d36-bab5-a3c7a709aff0,O0473AAA0A,S_REG,Lido,473,0,4rlb
094ce132-be78-4db9-be3c-d301d17076e3,E2018AAA0A,U_REG,Aeroporto Internacional,2018,1,deq2
4625219a-b96f-4459-8ac0-6d1fa625f05a,O0384AAV0A,U_REG,Pavuna,SV384,1,tmul
bae2a812-08df-41be-a909-5a053304c52d,O0606AAA0A,U_REG,Engenho de Dentro,606,1,3oh2
bf77ff93-601a-47d1-bd14-e0a14ed82805,O0229AAA0A,U_REG,Usina,229,1,klcy
b55f0af1-d96a-4630-8c85-09cf9f667b6f,O0229AAA0A,D_REG,Usina,229,1,klcy
9545d0f7-6621-414c-8a16-70b58880c7f8,O0606AAA0A,U_REG,Engenho de Dentro,606,1,3oh2
691e037d-e40d-4146-8f61-d5694f365aa3,O0945AAA0A,U_REG,Fundão,945,0,4hpd
cd2259e9-4a50-4891-94ac-2cefbfac5c22,O0783AAA0A,U_REG,Marechal Hermes,783,1,se4q
d8670bbd-ca85-4286-9bc2-73540d776454,O0766AAA0A,S_REG,Madureira,766,1,bc94
c367d5b7-35d2-46e3-a9be-3deaa57d5e25,O0861AAA0A,U_REG,Rio das Pedras,861,1,O0861AAA0AVDU01
4898e10b-0893-4f5e-96f2-f85c02f64911,O0905AAA0A,U_REG,Irajá,905,0,O0905AAA0AIDU01
c5329b61-bf94-4ad9-a81f-e7060c1daae9,O0756AAA0A,S_REG,Santa Cruz,756,1,O0756AAA0AVDU01
ed7155b4-347d-4440-a374-f4ae35dd7386,O0565AAA0A,U_REG,Gávea,565,0,ooka
1e580cb3-b3cd-48e8-a1d0-f30ac77eab0f,O0558AAA0A,U_REG,Cidade de Deus,558,0,2eh0
0ef60766-3702-417d-8598-dba3fd0112e9,O0565AAA0A,U_REG,Tanque,565,1,934c
097369c0-da1b-424a-a03f-1be375e41bce,O0565AAA0A,S_REG,Tanque,565,1,934c
8e8ba392-c2fc-4f44-b179-238ef1e5d48b,O0565AAA0A,U_REG,Gávea,565,0,ooka
8fb76936-b281-40cc-a114-4db32b2ce7c8,O0565AAA0A,S_REG,Tanque,565,1,934c
a9742141-a131-4d22-b4aa-168b21b8035b,O0756AAA0A,D_REG,Santa Cruz,756,1,O0756AAA0AVDU01
820d938e-d784-4b60-80cd-042a2d8d0994,O0756AAA0A,D_REG,Santa Cruz,756,1,O0756AAA0AVDU01
b8a403ac-f4b6-4881-bb13-19501e729f81,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
b2cff2a5-2111-448c-800b-740d789831f4,O0565AAA0A,D_REG,Tanque,565,1,934c
7925044d-0bca-41fa-8f6c-73d8d7019cff,O0565AAA0A,D_REG,Tanque,565,1,934c
b80ae951-4095-484c-ac9d-2e2985c8a3bb,O0771AAA0A,S_REG,Campo Grande,771,1,qrd8
718c7bfb-e7df-4b63-aa6b-f7b69e251202,O0565AAA0A,U_REG,Gávea,565,0,ooka
1962188c-da29-40e2-956c-6a70976e182d,O0557AAA0A,U_REG,Rio das Pedras,557,1,6jfq
0becf0b2-6e34-46fb-a5f0-ed7b894b9609,O0565AAA0A,U_REG,Gávea,565,0,ooka
08fa8ff3-7970-4726-bbdc-b2928d388707,O0774AAA0A,U_REG,Jardim América,774,0,i9sp
ee15fc54-b59e-402d-b863-5a6ab6614bf7,O0685AAA0A,U_REG,Méier,685,0,u6d2
ef888121-973d-4b09-aa7a-e519791ae817,O0954AAA0A,S_REG,Taquara,954,1,znd4
3b736d34-32e9-44f7-a5de-1217bf8ecbe2,O0770AAA0A,U_REG,Coelho Neto,770,0,g9zs
54155fd0-96d4-4780-9585-e0b153e32c27,O0774AAV0A,U_REG,Jardim América,SV774,0,o0sw
0fe95306-ccc5-4227-91f2-da5d0013ab0c,O0565AAA0A,U_REG,Gávea,565,0,ooka
341343c7-a2d8-4aa1-85cd-36630d58566c,O0638AAA0A,U_REG,Marechal Hermes,638,1,4c0e
930fcd6b-1877-4078-9556-f3f6d9c616ec,O0774AAV0A,U_REG,Jardim América,SV774,0,o0sw
6870fcf2-ec18-4e9b-94db-46a397e27853,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
13125e65-d7e3-45e9-91f7-e8542870f00f,O0777AAV0A,U_DESAT_OBRA_002,Padre Miguel,SV777,1,O0777AAV0AVDU02
ba28e361-65da-4275-9d35-8a992000f934,E2339AAA0A,U_OBRA_001,Campo Grande,2339,1,eteu
16091dd0-101e-4a96-b9aa-5842b655e977,E2110AAA0A,U_REG,Castelo,2110,0,50ix
d0dbbe25-03ed-4dab-99b9-714e7d02ca8b,O0229AAA0A,D_REG,Usina,229,1,klcy
5d3e0e26-591a-4a63-b38a-e362e1d00848,O0759AAA0A,S_REG,Coelho Neto,759,0,O0759AAA0AIDU01
8ae53bea-0dd5-412f-a75f-ab5ddb93947b,O0770AAA0A,D_REG,Coelho Neto,770,0,g9zs
94282ef9-307a-4305-8e9c-7d1e116a5040,O0770AAA0A,S_REG,Coelho Neto,770,0,g9zs
ef574228-ed71-432b-b6c9-ead0cabbd49d,O0770AAA0A,S_REG,Coelho Neto,770,0,g9zs
6b78b81c-9357-49d3-a15f-7aa0bc67eb2a,O0770AAA0A,S_REG,Coelho Neto,770,0,g9zs
874f340c-43ea-4c99-80ba-a0300d9208b4,O0432AAA0A,U_REG,Gávea,432,0,ua78
3d8c72b3-ff7e-49cc-b3d7-4966322ab15f,O0793AAA0A,D_REG,Pavuna,793,1,kh8i
9547a7bc-6228-4f01-b9eb-6492a5c37862,O0793AAA0A,D_REG,Terminal Sulacap,793,0,rl3c
257d03ba-5a7f-4eed-b987-e6113c1ea802,O0770AAA0A,D_REG,Coelho Neto,770,0,g9zs
8ad2747c-db62-4033-a22e-b9714e466abd,O0770AAA0A,D_REG,Coelho Neto,770,0,g9zs
4a13d8d1-8611-4d54-8cfa-da06a64cd703,O0770AAA0A,D_REG,Coelho Neto,770,0,g9zs
0d1a5081-1fde-4741-8400-717903cf0673,O0759AAA0A,D_REG,Coelho Neto,759,0,O0759AAA0AIDU01
22f6da91-5bf0-4d0b-87b2-694952d5d6e4,O0108AAA0A,U_REG,Jardim de Alah,108,1,c0cc91de-b9e8-4eb0-b6b3-66837cca67b9
875f2396-59e5-4e48-a68d-e176d7b474e3,O0584AAA0A,U_REG,Circular,584,0,ao0v
91d6d2b2-22c4-4008-bf4b-b7d9e22cf79d,O0399AAA0A,U_DESAT_OBRA_001,Pavuna,399,1,42sa
788d65f0-1a8a-4ee5-90e3-913e34324b85,O0483AAPAA,U_REG,General Osório,SPA483,0,r4m5
f0aafcac-c66b-44bb-bae9-3f123c12c502,O0399AAA0A,U_DESAT_OBRA_001,Pavuna,399,1,42sa
5a2a519f-1b9f-4016-b4cc-f195bd7a30aa,E2110AAA0A,U_REG,Gardênia Azul,2110,1,jz36
3efb00ba-3cd3-4edc-9855-58c4c6467195,E2110AAA0A,U_REG,Gardênia Azul,2110,1,jz36
f376915f-ce1f-4f63-82e4-206aef2c073b,O0553AAA0A,S_REG,Recreio dos Bandeirantes,553,0,v86l
f428cd42-da65-456d-9621-d564cca9ae98,O0685AAA0A,S_REG,Irajá,685,1,f6jq
4337c0a8-6f12-4f2f-8f0b-34303859da6d,O0557AAA0A,U_REG,Rio das Pedras,557,1,6jfq
ff312fb6-6c79-48bf-8b05-e2f7f603984c,E2305AAA0A,S_DESAT_OBRA_001,Jardim América,2305,1,cxe2
160c0727-f688-4d51-85a7-17fd2e8ebc7b,E2305AAA0A,D_DESAT_OBRA_001,Jardim América,2305,1,cxe2
854ac52d-4d3d-40c7-bce5-1afb4e400da8,O0565AAA0A,U_REG,Gávea,565,0,ooka
76ffbb00-35aa-424a-a9fc-30a127f8b664,O0565AAA0A,S_REG,Tanque,565,1,934c
9b382135-320f-4aa8-a353-a54ee1ae2880,O0565AAA0A,S_REG,Tanque,565,1,934c
ef1fcb4a-2cdb-4d01-aac7-7542a3e16fd4,O0783AAA0A,U_REG,Praça Seca,783,0,jg4j
017d46ed-6662-493e-abc2-60c759ecd768,O0565AAA0A,S_REG,Tanque,565,1,934c
0dcfe37f-f609-48a2-ac90-4efee1d69f52,O0565AAA0A,S_REG,Tanque,565,1,934c
46554d62-5870-4531-b6a4-a9b20513c949,O0685AAA0A,U_REG,Méier,685,0,u6d2
9644917c-d545-4656-bfc0-8488d2668930,O0861AAA0A,U_REG,Rio das Pedras,861,1,O0861AAA0AVDU01
d636c3bb-cdfc-4b39-af38-8d6fa4deb383,O0774AAV0A,U_REG,Jardim América,SV774,0,o0sw
3582bd2c-e033-4843-9d4a-a7ccdeb39c59,O0774AAV0A,U_REG,Jardim América,SV774,0,o0sw
2b610068-265e-40d4-b642-0b025ac63181,O0905AAA0A,U_REG,Irajá,905,0,O0905AAA0AIDU01
ce7e156c-c15f-40e8-8e7e-b22ffee559ef,O0793AAA0A,D_REG,Pavuna,793,1,kh8i
942c3434-d413-43a7-bac7-4f90cc4d8ade,O0565AAA0A,U_REG,Gávea,565,0,ooka
cd592fce-4ed3-482f-8c68-b722aff6ff4b,O0756AAA0A,S_REG,Santa Cruz,756,1,O0756AAA0AVDU01
74818743-fdd3-4368-a99f-9926a108b51e,O0954AAA0A,S_REG,Taquara,954,1,znd4
0f64cacb-8342-47bb-9c10-15551a0685a8,O0771AAA0A,S_REG,Campo Grande,771,1,qrd8
20022492-4f9e-41fb-9f05-10b01ff2d7d4,O0771AAA0A,D_REG,Campo Grande,771,1,qrd8
4dd1f990-1134-46d6-8bbd-3dc39448cafb,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
ae820748-6cad-4e47-8d2a-a39a123ed45c,O0756AAA0A,D_REG,Coelho Neto,756,0,O0756AAA0AIDU01
e908daef-4f45-47c7-8f0d-c589823780bf,O0774AAA0A,U_REG,Jardim América,774,0,i9sp
6c260a43-c517-46c4-8cc0-5e842205b5e5,O0777AAV0A,S_DESAT_OBRA_002,Padre Miguel,SV777,1,O0777AAV0AVDU02
ba8c12ef-3868-4d17-af5e-bb87f930a46c,O0783AAA0A,S_REG,Marechal Hermes,783,1,se4q
2ab1dc4f-3eb8-4f8a-bb7d-864094ad719f,O0783AAA0A,S_REG,Marechal Hermes,783,1,se4q
74d1c18f-6183-4de3-8913-d85ab2aeabe7,O0766AAA0A,S_REG,Madureira,766,1,bc94
fb6a549b-47cf-49d1-b148-02596b32e436,O0793AAA0A,D_REG,Terminal Sulacap,793,0,rl3c
10d91e83-5f85-4558-a41a-62a1e38c98bf,O0638AAA0A,U_REG,Saens Peña,638,0,ir41
1d2297ce-4815-409e-93be-b4932ae637aa,O0770AAA0A,U_REG,Coelho Neto,770,0,g9zs
e13bb802-88b6-4b12-981d-c02f144f1556,O0777AAV0A,S_DESAT_OBRA_002,Padre Miguel,SV777,1,O0777AAV0AVDU02
d9e5c478-1c47-4c82-afeb-8ae9d9f2b4de,O0638AAA0A,U_REG,Saens Peña,638,0,ir41
857753d3-d6c4-46bb-8923-21b595c0663d,O0766AAA0A,S_REG,Madureira,766,1,bc94
1f87ed66-e573-4c43-b0c5-d9d272513dc4,O0777AAV0A,S_DESAT_OBRA_002,Padre Miguel,SV777,1,O0777AAV0AVDU02
e6c9ea95-4345-469a-b948-3ca42cf16c7e,O0110AAA0A,S_REG,Jardim de Alah,110,0,16c402b5-c24d-4d62-9442-9a17d58ee876
68ddf0f1-a421-4be9-bfc0-585bbc18cd73,O0426AAA0A,U_REG,Jardim de Alah,426,0,iy3o
8b8371a7-3223-4101-8a66-c413736184eb,O0565AAA0A,D_REG,Tanque,565,1,934c
46a78114-c615-4089-8158-d501e3090fc0,O0838AAA0A,U_REG,Campo Grande,838,0,O0838AAA0AIDU01
a0418d87-2d61-4836-afac-b886a864dac3,O0565AAA0A,D_REG,Tanque,565,1,934c
db53b956-897a-4dea-b82c-61f15c5aca86,O0783AAA0A,U_REG,Praça Seca,783,0,jg4j
f8d3e309-6925-430d-93ee-ae0134bacf3f,O0249AAA0A,S_REG,Água Santa,249,1,jk1l
b7174d26-6746-45b6-8f2a-3fe64e81c225,O0685AAA0A,U_REG,Méier,685,0,u6d2
0e2cb8e0-22b7-47e3-890c-a5a8bf71dcbc,O0557AAA0A,U_REG,Rio das Pedras,557,1,6jfq
6254ad08-185d-4575-9e44-a7f49c6af2ce,O0777AAV0A,D_DESAT_OBRA_002,Padre Miguel,SV777,1,O0777AAV0AVDU02
37970fb2-cfcd-4d40-a360-53b419dfb7e4,O0565AAA0A,U_REG,Gávea,565,0,ooka
45d2d4f9-dfe0-4537-88a8-2d6570a4f289,O0399AAA0A,U_DESAT_OBRA_001,Pavuna,399,1,42sa
f12e5482-7cbf-4dc0-a46f-b05b5854d0cf,O0399AAA0A,U_DESAT_OBRA_001,Pavuna,399,1,42sa
7898b014-e53c-4e71-91c9-d43e20abc018,O0399AAA0A,U_DESAT_OBRA_001,Pavuna,399,1,42sa
506e6e44-ca77-4839-a2eb-1eb96c68e06a,O0954AAA0A,S_REG,Taquara,954,1,znd4
0cae2738-ad94-4194-aefd-f785d9cdaabb,O0783AAA0A,S_REG,Marechal Hermes,783,1,se4q
e9542aca-37a4-4c8b-af53-9c72c9557d8f,O0553AAA0A,S_REG,Recreio dos Bandeirantes,553,0,v86l
d0f115e2-60fa-4830-a36e-050faa44e963,O0565AAA0A,U_REG,Gávea,565,0,ooka
f48c4ece-4944-4961-a932-ca12755bf552,O0861AAA0A,U_REG,Rio das Pedras,861,1,O0861AAA0AVDU01
98318b0e-2028-4615-b8f1-bfeff4c22523,O0905AAA0A,U_REG,Irajá,905,0,O0905AAA0AIDU01
a2a3e68d-6092-4a84-847d-0c7dc8f31d55,O0565AAA0A,S_REG,Tanque,565,1,934c
de611575-faee-404f-88e6-15d47428ec9b,O0565AAA0A,D_REG,Tanque,565,1,934c
be8cc2dd-a278-49d2-808f-1704702a22c4,O0756AAA0A,S_REG,Santa Cruz,756,1,O0756AAA0AVDU01
dd43628e-3045-4263-93e6-1e811bdf2a0b,O0771AAA0A,S_REG,Campo Grande,771,1,qrd8
0393bc95-5b0a-4fda-aa50-a4dc248c9658,O0774AAA0A,U_REG,Jardim América,774,0,i9sp
50909184-65de-461d-a8f9-53b92af9e22f,O0774AAV0A,S_REG,Jardim América,SV774,0,o0sw
480895d4-097e-4fa5-961b-f34008aaa46b,E2339AAA0A,U_OBRA_001,Campo Grande,2339,1,eteu
67c4ee9b-0c57-4963-b6b3-cc42d537d0e9,O0777AAV0A,U_DESAT_OBRA_002,Padre Miguel,SV777,1,O0777AAV0AVDU02
4cb860ac-4d5e-4a9a-91a9-1e4bf18e5072,E2305AAA0A,S_DESAT_OBRA_001,Jardim América,2305,1,cxe2
cec032c9-aca2-4f68-98b6-2d739ae77e77,O0793AAA0A,D_REG,Terminal Sulacap,793,0,rl3c
68f5d677-31f2-4f01-8fe2-b090b4a036af,E2305AAA0A,D_DESAT_OBRA_001,Jardim América,2305,1,cxe2
3a05c4ec-bd6a-4328-8c62-2508dd707417,O0565AAA0A,U_REG,Gávea,565,0,ooka
b4f78e8d-0e17-4c75-9656-13ae86c94c1c,O0473AAA0A,S_REG,São Januário,473,1,6xgz
8a79f223-cdb0-4592-b2be-4dd6ba3b5843,E2339AAA0A,U_OBRA_001,Castelo,2339,0,98le
bdfac049-b77c-40ce-9c41-c1331afe38da,O0712AAA0A,D_REG,Irajá,712,0,9u3h
ded7980a-a113-4bfe-bca4-e413cff8d73f,O0426AAA0A,U_REG,Jardim de Alah,426,0,iy3o
977324c7-d1d2-4ecd-b92c-21193989a5bd,O0565AAA0A,U_REG,Gávea,565,0,ooka
1b794d54-3dda-47f1-9d2b-8018ccf9d7a7,E2018AAA0A,U_REG,Terminal Alvorada,2018,0,c1p5
9112de0b-1cf8-4faa-96c6-811a1e708756,O0553AAA0A,S_REG,Recreio dos Bandeirantes,553,0,v86l
875596fc-19dd-418d-932c-9195296768c3,O0565AAA0A,S_REG,Tanque,565,1,934c
d62f72fe-463e-4c2f-b4fe-9b783578a3df,O0685AAA0A,U_REG,Méier,685,0,u6d2
